,Official English Name,Debut,Affiliations,Occupations,Status,Birthday,Devil Fruit,Observation Haki,Armament Haki,Conquerers Haki,Origin,Age,Height,Blood Type,Fruit Type,Bounty
768,Kisegawa,929.0,,Geisha,Alive,,0,0,0,0,,,,,,
769,Kitton,523.0,,,Alive,,0,0,0,0,,,,,,
770,Mozu and Kiwi,329.0,Franky Family  (former),Bartenders,Alive,January 7,0,0,0,0,Grand Line,22.0,187.0,F,,
771,Koala,622.0,Revolutionary Army,Revolutionary Army Officer,Alive,October 25,0,0,0,0,,11.0,160.0,F,,0.0
772,Kobei,929.0,,Landlord,Alive,,0,0,0,0,,,,,,
773,"Koby,Coby",2.0,"Marines (SWORD), Marine 153rd Branch (former)",Marine Captain,Alive,May 13,0,0,0,0,East Blue,16.0,167.0,F,,500000000.0
774,Koda,285.0,Marines ,Chef,Alive,,0,0,0,0,,,,,,
775,Koito,930.0,,,Alive,,0,0,0,0,,,,,,
776,Koiwa,960.0,,,Unknown,,0,0,0,0,,,,,,
777,Kojuro,926.0,Kouzuki Family,Samurai,Alive,,0,0,0,0,,,,,,
778,Kokoro,322.0,Tom's Workers,Stationmaster,Alive,October 5,0,0,0,0,Grand Line,70.0,168.0,S,,
779,Komachiyo,910.0,Kurozumi Tama,,Alive,,0,0,0,0,,,,,,
780,Komakkov,,Marines,Cook,Alive,,0,0,0,0,,,,,,
781,Comane,903.0,Lulusia Kingdom,Princess  (former),Unknown,,0,0,0,0,,,,,,
782,Kombu,657.0,,,Alive,,0,0,0,0,,,,,,
783,Kong,0.0,World Government,Commander-in-Chief,Alive,May 9,0,0,0,0,,,,,,
784,Kopp,325.0,Franky Family,"Dismantler, Bounty Hunter",Alive,,0,0,0,0,,,,,,
785,Koshi Falcon,959.0,Beasts Pirates,Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
786,Kotatsu,552.0,Spade Pirates,Pirate,Alive,,0,0,0,0,,,,,,
787,Kotetsu,912.0,,Swordsmith,Deceased,,0,0,0,0,,,,,,
788,Hotori and Kotori,260.0,God's Army,Lieutenants of the Divine Soldiers,Unknown,March 10,0,0,0,0,Sky Islands,25.0,179.0,S,,
789,Kozuki Hiyori,909.0,Kouzuki Family,Oiran,Alive,December 23,0,0,0,0,Grand Line,26.0,170.0,XF,,
790,Kozuki Momonosuke,684.0,Kouzuki Family,Shogun,Alive,October 7,1,0,0,0,Grand Line,8.0,322.0,X,Mythical Zoan (Artificial),
791,,,,,,,0,0,0,0,,,,,,
792,Kozuki Oden,920.0,Kouzuki Family,Samurai,Deceased,February 22,0,0,0,0,Grand Line,,382.0,F,,0.0
793,Kozuki Sukiyaki,911.0,Kouzuki Family ,Swordsmith,Alive,May 19,0,0,0,0,Grand Line,81.0,214.0,F,,
794,Kozuki Toki,919.0,Kouzuki Family,,Deceased,January 19,1,0,0,0,,,190.0,X,Paramecia,
795,Koyama,960.0,Kouzuki Family,Retainer,Unknown,,0,0,0,0,,,,,,
796,Koza,163.0,Arabasta Kingdom,Environmental Minister,Alive,May 26,0,0,0,0,Grand Line,20.0,177.0,X,,
797,KozePacky,96.0,Yes Pirates,Pirates,Alive,May 27,0,0,0,0,East Blue,,,,,
798,Krieg,45.0,Krieg Pirates,Pirate Captain/Admiral,Alive,September 19,0,0,0,0,East Blue,42.0,243.0,XF,,17000000.0
799,Kujaku,966.0,Marines (G-14),Rear Admiral,Alive,September 18,1,0,0,0,North Blue,26.0,180.0,X,Paramecia,500000000.0
800,Kukai,552.0,Spade Pirates,Samurai,Alive,,0,0,0,0,Wano Country,,,,,
801,Kumadori,375.0,CP0,Cipher Pol Agent,Alive,February 20,0,1,1,0,South Blue,34.0,338.0,XF,,
802,Kumadori Yamanbako,,Kumadori,Assassin (former),Alive,,0,0,0,0,,,,,,
803,Kuma-A,,,Pet,Unknown,,0,0,0,0,,,,,,
804,Kumagoro,929.0,,,Alive,,0,0,0,0,,,,,,
805,Berry,,,,,,0,0,0,0,,,,,,
806,Kumacy,449.0,Thriller Bark Pirates (Perona),Perona's servant,Deceased,September 4,0,0,0,0,,,,,,
807,Kuni,927.0,Kyoshiro Family,,Alive,,0,0,0,0,,,,,,
808,Kunyun,1020.0,Beasts Pirates (Numbers),,Alive,,0,0,0,0,,,,,,
809,Kureha,134.0,Sakura Kingdom,Head-Doctor of the Sakura Kingdom,Alive,September 8,0,0,0,0,Grand Line,139.0,188.0,S,,
810,Kuro,23.0,Black Cat Pirates,Pirate Captain (former),Alive,April 22,0,0,0,0,East Blue,33.0,207.0,X,,16000000.0
811,Kurokoma,960.0,Kurokoma Family‎,,Unknown,,0,0,0,0,,,,,,
812,Kuromarimo,131.0,"Bliking Pirates (disbanded), Drum Kingdom (former)",Magistrate,Alive,January 26,0,0,0,0,Grand Line,28.0,186.0,F,,
813,Kuroobi,69.0,Arlong Pirates,Pirate Officer,Alive,October 25,0,0,0,0,Grand Line,36.0,252.0,S,,9000000.0
814,Kurosawa,920.0,Kouzuki Family,Samurai,Alive,,0,0,0,0,,,,,,
815,Blackbeard,276.0,,Doctor,Unknown,,0,0,0,0,,,,,,
816,Kurozumi Higurashi,965.0,Wano Country (Kurozumi Family),,Deceased,August 19,1,0,0,0,Grand Line,,193.0,F,Paramecia,
817,Kurozumi Kanjuro,700.0,Kurozumi Family,Theatre Performer (former),Deceased,July 21,1,1,1,0,Grand Line,,347.0,X,Paramecia,
818,Kurozumi Orochi,927.0,Wano Country (Kurozumi Family),Shogun of Wano Country (former),Deceased,September 23,1,0,0,0,Grand Line,,350.0,XF,Mythical Zoan,
819,Kurozumi Semimaru,965.0,Wano Country (Kurozumi Family),Biwa hōshi,Deceased,August 23,1,0,0,0,Grand Line,,116.0,F,Paramecia,
820,Kurozumi Tama,911.0,Kurozumi Family,Kunoichi in training,Alive,March 3,1,0,0,0,Grand Line,8.0,108.0,F,Paramecia,
821,Kuzan,303.0,Blackbeard Pirates,Titanic Captain (Captain of the Tenth Ship),Alive,September 21,1,1,1,0,South Blue,47.0,298.0,F,Logia,
822,Kyo,1156.0,Rocks Pirates (former),Pirate,Unknown,,0,0,0,0,,,,,,
823,Kyros,702.0,Corrida Colosseum (former),Gladiator (former),Alive,September 22,0,0,0,0,Grand Line,44.0,298.0,S,,0.0
824,Kuween,755.0,Donquixote Pirates (former),Pirate,Alive,May 30,0,0,0,0,,20.0,,,,
825,Kyuji,302.0,Marines ,Chef,Alive,,0,0,0,0,,,,,,
826,Firstaid,334.0,,Doctor,Alive,,0,0,0,0,,,,,,
827,Laboon,102.0,Rumbar Pirates (former),,Alive,September 16,0,0,0,0,West Blue,51.0,40000.0,F,,
828,Lacroix,550.0,"Marines, Giant Squad",Vice Admiral,Alive,June 8,0,0,0,0,,,,,,500000000.0
829,Lacuba,501.0,,Pirate,Alive,May 31,0,0,0,0,Grand Line,,,,,17000000.0
830,Lady Tree,873.0,,,Alive,,0,0,0,0,,,,,,
831,Lafitte,234.0,Blackbeard Pirates,Titanic Captain (Captain of the Fifth Ship),Alive,March 13,0,0,0,0,West Blue,39.0,340.0,X,,42200000.0
832,Lao G,682.0,Donquixote Pirates,Pirate Officer,Alive,October 7,0,0,0,0,North Blue,70.0,157.0,F,,61000000.0
833,Lasky,392.0,CP9 (former),Cipher Pol Agent,Unknown,,0,0,0,0,,,,,,
834,Lassoo,160.0,New Spiders Cafe,Cafe Mascot,Alive,January 4,1,0,0,0,,,,,Zoan,
835,Lemoncheese,906.0,Levely,Queen of the Bestland Kingdom,Alive,,0,0,0,0,,,,,,
836,Leo,710.0,Tontatta Kingdom,Captain of the Fifth Ship of the Straw Hat Grand Fleet,Alive,July 24,1,0,0,0,Grand Line,25.0,23.0,S,Paramecia,
837,Leonero,552.0,Spade Pirates,Pirate,Alive,,0,0,0,0,,,,,,
838,,,,,,,0,0,0,0,,,,,,
839,Lily,223.0,Bellamy Pirates,,Unknown,,0,0,0,0,North Blue,,,,,
840,Lime Juice,1.0,Red Hair Pirates,Pirate,Alive,,0,0,0,0,,,,,,
841,Linaria,1079.0,Night Butterfly Pirates,Pirate Captain,Alive,,0,0,0,0,,,,,,
842,Lindbergh,904.0,Revolutionary Army (South Army),South Army Commander of the Revolutionary Army,Alive,May 21,0,1,1,0,,37.0,149.0,F,,316000000.0
843,Lines,44.0,,Marine Seaman First Class,Alive,December 27,0,0,0,0,East Blue,,,,,100000.0
844,,22.0,Animals of the Island of Rare Animals,,Alive,,0,0,0,0,,,,,,
845,Lip Doughty,600.0,Fake Straw Hat Crew,Pirate,Alive,,0,0,0,0,,,,,,88000000.0
846,Little Oars Jr.,554.0,Little Pirates,Pirate Captain,Unknown,February 12,0,0,0,0,Grand Line,70.0,6000.0,F,,550000000.0
847,Loki,1130.0,Elbaph Royal Family,Prince,Alive,,1,0,0,1,Grand Line,63.0,,,Mythical Zoan,2600000000.0
848,Lola,451.0,Thriller Bark Pirates,Wild Zombie,Deceased,,0,0,0,0,,,,,,
849,Lonz,550.0,"Marines, Giant Squad",Vice Admiral,Alive,June 2,0,0,0,0,,,,,,500000000.0
850,"""Local Sea Monster""",1.0,,Foosha Village's local Sea King,Alive,September 14,0,0,0,0,East Blue,,,,,
851,Louis Arnote,115.0,,Explorer,Unknown,December 20,0,0,0,0,Grand Line,,,,,
852,Lucky Roux,1.0,Red Hair Pirates,Pirate,Alive,July 6,0,0,0,0,South Blue,35.0,241.0,F,,0.0
853,Du Feld,860.0,Lu Feld Conglomerate,Emperor of the Underworld,Unknown,December 29,0,0,0,0,,,,,,
854,Lulis,608.0,Mermaid Cafe,Dancer,Alive,,0,0,0,0,Grand Line,,,,,
855,Machvise,682.0,Donquixote Pirates,Pirate Officer,Alive,August 13,1,0,0,0,North Blue,52.0,440.0,S,Paramecia,11000000.0
856,Macro,197.0,Macro Pirates,Pirate,Alive,September 6,0,0,0,0,Grand Line,,,,,
857,Macro,437.0,Automata,Colonel,Alive,,0,0,0,0,,,,,,
858,Madillo-Man,939.0,Beasts Pirates,Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
859,Mag,1134.0,Walrus School,Student,Alive,,0,0,0,0,,,,,,
860,Magellan,528.0,Impel Down,Vice Warden,Alive,October 9,1,0,0,0,Grand Line,45.0,491.0,X,Paramecia,
861,Magnolia,1158.0,,,Deceased,,0,0,0,0,,,,,,
862,Magura,582.0,Dadan Family,Bandit,Alive,October 30,0,0,0,0,,,,,,
863,Maha,929.0,CP0,Cipher Pol Agent,Unknown,,0,0,0,0,,,,,,
864,Maidy,215.0,Nefertari Family,Lady's maid,Alive,,0,0,0,0,,,,,,
865,Maki,925.0,Blackbeard Pirates,,Alive,,0,0,0,0,,,,,,
866,Makino,1.0,Partys Bar,Bar Owner ,Alive,February 23,0,0,0,0,East Blue,29.0,166.0,S,,
867,Makino's Baby,614.0,,,Alive,,0,0,0,0,East Blue,0.0,,,,
868,Makko,216.0,Marines,Marine Ensign,Alive,,0,0,0,0,,,,,,1000000.0
869,Mamboshi,609.0,Neptune Family,Prince of the Ryugu Kingdom,Alive,March 30,0,0,0,0,Grand Line,20.0,473.0,S,,
870,Mani,223.0,Bellamy Pirates,Combatant,Unknown,,0,0,0,0,North Blue,,,,,
871,Manjaro,598.0,Fake Straw Hat Crew,Pirate,Alive,September 9,0,0,0,0,East Blue,25.0,202.0,S,,
872,Saint Manmayer Gunko,1134.0,Knights of God,Knight of God,Alive,,1,0,0,0,,80.0,,,Paramecia,
873,Mancherie,717.0,Tontatta Kingdom,Princess,Alive,January 28,1,0,0,0,Grand Line,25.0,20.0,X,Paramecia,
874,Marco,234.0,Whitebeard Pirates (former),1st Division Commander (former),Alive,October 5,1,1,1,0,Grand Line,43.0,203.0,X,Mythical Zoan,1374000000.0
875,St. Marcus Mars,233.0,Five Elders,Co-Head of the World Government (Public),Alive,,0,0,0,0,,,,,,
876,Margarita,483.0,Egana,Maid,Alive,,0,0,0,0,,,,,,
877,"Marguerite,Margaret",514.0,Kuja Pirates,Pirate,Alive,April 9,0,0,0,0,Calm Belt,16.0,178.0,F,,
878,Mari,906.0,Levely,King,Alive,,0,0,0,0,,,,,,
879,Maria Napole,649.0,Fish-Man Island,Singer,Alive,,0,0,0,0,Grand Line,,,,,
880,Marianne,117.0,New Spiders Cafe,Cafe Employee,Alive,April 29,0,0,0,0,North Blue,16.0,145.0,XF,,29000000.0
881,Marie,499.0,Saint Charlos,Slave,Alive,November 2,0,0,0,0,Grand Line,,,,,
882,Marilyn,300.0,Neutral civilian,Miss Skypiea (former),Alive,,0,0,0,0,,,,,,
883,Marin,500.0,,Slave,Alive,October 17,0,0,0,0,Grand Line,,,,,
884,Mario,701.0,,,Alive,,0,0,0,0,,,,,,
885,Marlon,1155.0,Rocks Pirates,Pirate,Deceased,,0,0,0,0,West Blue,,,,,
886,Marshall D. Teech,223.0,Blackbeard Pirates,Pirate,Alive,August 3,1,0,0,0,Grand Line,38.0,344.0,F,Paramecia,3996000000.0
887,Marmieta,436.0,,,Alive,,0,0,0,0,,,,,,
888,Mash,204.0,Sea Floor,Holder of the Takoyaki recipe and sauce,Unknown,,0,0,0,0,,,,,,
889,,,,,,,0,0,0,0,,,,,,
890,Masira,219.0,Saruyama Alliance (Masira Pirates),Pirate,Alive,March 4,0,0,0,0,North Blue,23.0,345.0,F,,23000000.0
891,Masked Deuce,552.0,Spade Pirates,Journalist,Alive,,0,0,0,0,,,,,,
892,Massui,911.0,Beasts Pirates,Waiter,Alive,,0,0,0,0,,,,,,
893,Boss,233.0,,Digger,Alive,,0,0,0,0,,,,,,
894,Local Sea Monster,319.0,,Sea King,Unknown,,0,0,0,0,,,,,,
895,Mato,1076.0,,Bartender,Alive,,0,0,0,0,,44.0,,,,
896,Mattryoshesses,905.0,,Princesses of the Roshwan Kingdom,Alive,,0,0,0,0,,,,,,
897,Mattryoshesses,905.0,,Princesses of the Roshwan Kingdom,Alive,,0,0,0,0,,,,,,
898,Mattryoshesses,905.0,,Princesses of the Roshwan Kingdom,Alive,,0,0,0,0,,,,,,
899,Mattryoshesses,905.0,,Princesses of the Roshwan Kingdom,Alive,,0,0,0,0,,,,,,
900,"Eyelashes,Eyelash,Lashes,Matsuge",162.0,Super Spot-Billed Duck Troops,Royal Transport,Alive,August 17,0,0,0,0,Grand Line,15.0,190.0,F,,
901,Mouji,755.0,Tontatta Kingdom,Aide to Princess Mansherry,Alive,,0,0,0,0,,,,,,
902,Maynard,705.0,Marines,Vice Admiral,Alive,May 7,0,0,0,0,,,,,,500000000.0
903,Max Marx,966.0,Roger Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
904,Mayushka,269.0,Shandia,Shandia Warrior,Alive,,0,0,0,0,,,,,,
905,McGuy,551.0,Subordinate of the Whitebeard Pirates,Pirate,Alive,September 3,0,0,0,0,,,,,,
906,McKinley,241.0,God's Guards,Law enforcement official,Alive,,0,0,0,0,,,,,,
907,Meadows,706.0,Corrida Colosseum,Gladiator,Alive,,0,0,0,0,,,,,,
908,Mecha-Shark,1061.0,Vegapunk,,Unknown,,0,0,0,0,,,,,,
909,Megalo,605.0,Ryugu Kingdom,Shirahoshi's pet,Alive,April 8,0,0,0,0,,,,,,
910,Mello,608.0,Mermaid Cafe,Dancer,Alive,,0,0,0,0,Grand Line,,,,,
911,Merry,24.0,Kaya,Butler,Alive,January 22,0,0,0,0,East Blue,,,,,
912,Gohngeddit Juanpeace,963.0,Germ Pirates,Pirate,Alive,,0,0,0,0,,,,,,
913,MichaelHoichael,432.0,Aunt (Non-Canon) ≠,Elementary school students (pre-timeskip),Alive,July 18,0,0,0,0,,12.0,,,,
914,Mihal,552.0,"Spade Pirates,  Whitebeard Pirates",Teacher (former),Alive,,0,0,0,0,,,,,,
915,Mikazuki,323.0,Big Helmet Pirates,Pirate Captain,Alive,February 10,0,0,0,0,,,,,,36000000.0
916,Mikio Itoo,1.0,,,Alive,March 26,0,0,0,0,East Blue,,,,,1000000.0
917,Mikita,110.0,New Spiders Cafe,Cafe Pâtissier,Alive,February 14,1,0,0,0,West Blue,22.0,177.0,XF,Paramecia,7500000.0
918,Miles,649.0,Fish-Man Island,Trumpeter,Alive,,0,0,0,0,Grand Line,,,,,
919,Milky,807.0,Mokomo Dukedom,Guardian,Alive,,0,0,0,0,,,,,,
920,Mille Pine,966.0,Roger Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
921,Milo,717.0,,,Alive,,0,0,0,0,,,,,,
922,Minatomo,,Easter Egg,Carpenter,Alive,,0,0,0,0,,55.0,,,,
923,Minatomo,909.0,,Carpenter,Alive,,0,0,0,0,,,,,,
924,Minister of the Left,612.0,Ryugu Kingdom,Minister of Ryugu Kingdom,Alive,July 2,0,0,0,0,Grand Line,62.0,435.0,X,,
925,Minister of the Right,612.0,Ryugu Kingdom,Minister of Ryugu Kingdom,Alive,April 5,0,0,0,0,Grand Line,55.0,313.0,XF,,
926,Minochihuahua,662.0,Impel Down,Jailer Beast,Alive,,0,0,0,0,,,,,,
927,Minokoala,531.0,Impel Down,Jailer Beast,Alive,March 5,0,0,0,0,,,,,,
928,Minorhinoceros,532.0,Impel Down,Jailer Beast,Alive,March 1,0,0,0,0,,,,,,
929,Minoruba,498.0,,Bounty Hunter,Alive,February 18,0,0,0,0,,,,,,
930,Minotaur,525.0,Impel Down,Jailer Beast,Alive,March 4,0,0,0,0,,,,,,
931,Minozebra,533.0,Impel Down,Jailer Beast,Alive,March 7,0,0,0,0,,,,,,
932,Misery,1039.0,Big Mom Pirates,Living Weapon,Unknown,,0,0,0,0,Grand Line,,,,,
933,Mishinin Cashable,324.0,,Bull Rental Salesman,Alive,,0,0,0,0,,,,,,
934,Miss Katherina,106.0,Baroque Works (Millions) (former),Bounty Hunter,Alive,March 23,0,0,0,0,East Blue,,,,,
935,Ms. Father's DayMiss Father's Day,205.0,Baroque Works (former),Frontier Agent,Alive,June 21,0,0,0,0,,,,,,
936,Ms. FridayMiss Friday,105.0,Baroque Works (former),Assassin (former),Alive,January 21,0,0,0,0,Grand Line,,,,,
937,Ms. MondayMiss Monday,107.0,Baroque Works  (former),Frontier Agent (former),Alive,January 24,0,0,0,0,Grand Line,,,,,
938,Ms. Mother's Day,155.0,Baroque Works (former),Frontier Agent,Alive,,0,0,0,0,,,,,,
939,Ms. Saturday,155.0,Baroque Works (former),Frontier Agent,Alive,,0,0,0,0,,,,,,
940,Ms. Thursday,155.0,Baroque Works (former),Frontier Agent,Alive,,0,0,0,0,,,,,,
941,Ms. Tuesday,155.0,Baroque Works (former),Frontier Agent,Alive,,0,0,0,0,,,,,,
942,Miyagi,807.0,Mokomo Dukedom,Doctor,Alive,December 22,0,0,0,0,,,,,,
943,Mizerka,978.0,Beasts Pirates,Shinuchi,Alive,,1,0,0,0,,,,,Artificial Zoan,
944,Mizuira,391.0,Ohara,Civilian,Deceased,,0,0,0,0,,,,,,
945,Mizuuta Madaisky,487.0,Rumbar Pirates,Pirate,Deceased,,0,0,0,0,,,,,,
946,Mizuuta Mawaritosky,488.0,Rumbar Pirates,Pirate,Deceased,,0,0,0,0,,,,,,
947,Moai,1040.0,Kid Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
948,McTreenald,445.0,Thriller Bark Pirates,Wild Zombie,Deceased,,0,0,0,0,,,,,,
949,Mocha,657.0,,,Alive,June 28,0,0,0,0,Grand Line,9.0,692.0,S,,
950,Mochi,274.0,Angel Island,Child,Alive,,0,0,0,0,,,,,,
951,Moda,278.0,Revolutionary Army,Farmer,Alive,June 1,0,0,0,0,,,,,,
952,Mohji,9.0,Cross Guild,Pirate,Alive,October 1,0,0,0,0,East Blue,27.0,197.0,S,,
953,Momonga,420.0,Marines G-1 Branch,Vice Admiral,Alive,June 6,0,1,1,0,Grand Line,46.0,251.0,F,,500000000.0
954,Momoo,73.0,Arlong Pirates (former),Arlong Pirates' pet (former),Alive,April 9,0,0,0,0,Grand Line,14.0,3600.0,S,,
955,Monda,306.0,Foxy Pirates (former),Pet,Alive,April 3,0,0,0,0,,,,,,
956,Monet,657.0,Caesar Clown (espionage),Caesar's secretary (Undercover),Deceased,August 27,1,0,0,0,North Blue,,227.0,X,Logia,
957,Mon-ji,807.0,Mokomo Dukedom,,Alive,,0,0,0,0,,,,,,
958,Monjiro,926.0,Kouzuki Family,Samurai,Alive,,0,0,0,0,,,,,,
959,Monkey D. Dragon,100.0,Revolutionary Army,Supreme Commander of the Revolutionary Army,Alive,October 5,0,0,0,0,East Blue,53.0,256.0,F,,0.0
960,Monkey D. Garp,92.0,Marines  (semi-retired),Vice Admiral,Alive,May 2,0,1,1,1,East Blue,76.0,287.0,F,,3000000000.0
961,Monkey D. Luffy,1.0,Straw Hat Pirates,Pirate Captain,Alive,May 5,1,1,1,1,East Blue,19.0,174.0,F,Paramecia (Mythical Zoan),3000000000.0
962,Monster,1.0,Red Hair Pirates,Pirate,Alive,October 31,0,0,0,0,East Blue,,,,,
963,"Mont Blanc Cricket,Montblanc Cricket,Monbran Cricket,Mombran Cricket",227.0,Saruyama Alliance,Pirate,Alive,September 11,0,0,0,0,North Blue,41.0,242.0,S,,25000000.0
964,Mont Blanc Noland,286.0,Lvneel Kingdom,Explorer,Deceased,October 9,0,0,0,0,North Blue,,220.0,S,,
965,Moody,43.0,,,Alive,November 17,0,0,0,0,East Blue,,,,,
966,Moon Isaac Jr.,966.0,Roger Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
967,Moqueca,906.0,Levely,King,Alive,,0,0,0,0,,,,,,
968,Morgan,4.0,"Marines (153rd Branch)  (former, defected)",Marine Captain  (former),Alive,April 13,0,0,0,0,,42.0,285.0,XF,,
969,Morgans,860.0,World Economy News Paper,World Economy News Paper President,Alive,July 14,1,0,0,0,Grand Line,53.0,305.0,XF,Zoan,
970,Morley,904.0,Revolutionary Army (West Army),West Army Commander of the Revolutionary Army,Alive,September 11,1,1,1,0,West Blue,160.0,1253.0,F,Paramecia,293000000.0
971,Mornin,23.0,,Mayor,Alive,October 15,0,0,0,0,East Blue,,,,,
972,Morollon,905.0,,Queen of the Tajine Kingdom,Alive,,0,0,0,0,,,,,,
973,Shaggy,1134.0,,,Alive,,0,0,0,0,,,,,,
974,Mosh,1038.0,Kid Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
975,Motobaro,494.0,Rosy Life Riders,Duval's pet,Alive,August 19,0,0,0,0,Grand Line,,,,,
976,Spots,101.0,Poseidon,,Alive,,0,0,0,0,,,,,,
977,Mr. Motzel,43.0,,,Alive,September 7,0,0,0,0,East Blue,,,,,
978,Mounbleten,598.0,Fake Straw Hat Crew,Pirate,Unknown,January 9,0,0,0,0,East Blue,30.0,294.0,XF,,
979,Mountain God,960.0,Kouzuki Family,Retainer,Unknown,,0,0,0,0,,,,,,
980,Mountain Ricky,313.0,Foxy Pirates (former),Pirate,Alive,,0,0,0,0,,,,,,
981,Mouse-Man,915.0,Beasts Pirates,Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
982,Musse,287.0,Shandia,Shandia Villager,Deceased,June 3,0,0,0,0,,,,,,
983,Mouthto Mouthyan,961.0,,,Alive,,0,0,0,0,,,,,,
984,Moyle,272.0,Divine Squad,Member of the Divine Squad,Unknown,,0,0,0,0,,,,,,
985,Mozambia,234.0,Marines,Vice Admiral,Alive,,0,0,0,0,,,,,,500000000.0
986,Mozu and Kiwi,329.0,Franky Family  (former),Bartenders,Alive,January 7,0,0,0,0,Grand Line,22.0,187.0,F,,
987,Mr. 6,155.0,Baroque Works (former),Frontier Agent,Alive,,0,0,0,0,,,,,,
988,Mr. 7,190.0,Baroque Works,Frontier Agent,Deceased,,0,0,0,0,,,,,,
989,Mr. 7,205.0,Baroque Works (former),Frontier Agent (former),Alive,,0,0,0,0,,,,,,
990,Mr. 9,103.0,Baroque Works (former),Frontier Agent (former),Alive,September 27,0,0,0,0,Grand Line,,,,,
991,Mr. 10,155.0,Baroque Works (former),Frontier Agent,Alive,,0,0,0,0,,,,,,
992,Mr. 11,128.0,Baroque Works,Frontier Agent,Deceased,November 21,0,0,0,0,Grand Line,,,,,
993,Mr. 12,155.0,Baroque Works (former),Frontier Agent,Alive,,0,0,0,0,,,,,,
994,Mr. 13,105.0,Baroque Works (former),Assassin (former),Alive,May 17,0,0,0,0,Grand Line,,,,,
995,Mr. Beans,106.0,Baroque Works (Millions) (former),Bounty Hunter,Alive,February 24,0,0,0,0,Grand Line,,,,,
996,Mr. Love,206.0,Baroque Works (Billions) (former),,Alive,,0,0,0,0,,,,,,
997,Mr. Melow,159.0,Baroque Works (Billions) (former),Bounty Hunter,Alive,,0,0,0,0,,,,,,
998,Mr. Momora,966.0,Roger Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
999,,,,,,,0,0,0,0,,,,,,
1000,Mr. Shimizu,107.0,Baroque Works (Millions) (former),Bounty Hunter,Alive,December 11,0,0,0,0,Grand Line,,,,,
1001,Notta Magician,536.0,Impel Down,Doctor,Alive,,0,0,0,0,,,,,,
1002,Muginn,1128.0,,,Alive,,0,0,0,0,,,,,,
1003,Muegren,966.0,Roger Pirates,Pirate,Unknown,,0,0,0,0,,,,,,
1004,Sawyer Wayback,707.0,,,Alive,,0,0,0,0,,56.0,,,,
1005,Mummy,706.0,,Sorcerer,Alive,,0,0,0,0,,,,,,
1006,Mameemee,79.0,World Government Orphanage,Housemother,Alive,November 21,0,0,0,0,East Blue,,,,,
1007,Mjure,223.0,Bellamy Pirates (former),Doctor,Unknown,,0,0,0,0,North Blue,,,,,
1008,Muti,623.0,,,Alive,,0,0,0,0,,,,,,
1009,Nakaiwa,960.0,,,Unknown,,0,0,0,0,,,,,,
1010,Nako,77.0,,Doctor,Alive,July 1,0,0,0,0,East Blue,,,,,
1011,Nami,8.0,Straw Hat Pirates,Navigator,Alive,July 3,0,0,0,0,East Blue,18.0,170.0,X,,366000000.0
1012,Namule,552.0,Whitebeard Pirates,8th Division Commander,Alive,July 6,0,0,0,0,Grand Line,,,,,
1013,Nonday,632.0,,,Alive,,0,0,0,0,Grand Line,,,,,
1014,Nangi,988.0,Beasts Pirates (Numbers),,Alive,,0,0,0,0,,,,,,
1015,Napoleon,651.0,Big Mom Pirates,,Unknown,December 2,0,0,0,0,Grand Line,38.0,848.0,,,
1016,Nash,899.0,New Giant Warrior Pirates,Goldberg's shield,Alive,,0,0,0,0,,,,,,
1017,Nashi,906.0,Levely,King,Alive,,0,0,0,0,,,,,,
1018,Natto,164.0,Rebel Army,,Alive,,0,0,0,0,,,,,,
1019,Nay Mingheim,,Marines,Vice Admiral,Alive,,0,0,0,0,,,,,,500000000.0
1020,Needle God,1127.0,,,Alive,,0,0,0,0,,,,,,
1021,Nefeltari Cobra,142.0,Arabasta Kingdom,King of Arabasta,Deceased,February 13,0,0,0,0,Grand Line,48.0,182.0,F,,
1022,Nefeltari D. Lily  Nefertari D. Lily,1084.0,Arabasta Kingdom,Queen of the Arabasta Kingdom,Deceased,,0,0,0,0,Grand Line,,,,,
1023,Nefeltari Titi,215.0,Arabasta Kingdom,Queen of the Arabasta Kingdom,Deceased,,0,0,0,0,,,,,,
1024,Nefeltari Vivi,103.0,Arabasta Kingdom (Nefertari Family),Princess of Arabasta,Alive,February 2,0,0,0,0,Grand Line,16.0,169.0,F,,
1025,Neggy,906.0,Levely,Queen of the Gingapore Kingdom,Alive,,0,0,0,0,,,,,,
1026,Maria Onion Bear,133.0,,Housewife,Alive,November 14,0,0,0,0,Grand Line,43.0,,,,
1027,Cat ViperNekomamushi,809.0,Mokomo Dukedom,Yakuza Boss,Alive,November 22,0,0,0,0,Grand Line,40.0,522.0,S,,
1028,Nekozaemon,806.0,,,Deceased,,0,0,0,0,,,,,,
1029,Neoki,948.0,Beasts Pirates,Waiter,Alive,,0,0,0,0,,,,,,
