,Official English Name,Debut,Affiliations,Occupations,Status,Birthday,Devil Fruit,Observation Haki,Armament Haki,Conquerers Haki,Origin,Age,Height,Blood Type,Fruit Type,Bounty
650,Island Eater,128.0,,,Deceased,April 21,0,0,0,0,Grand Line,,71500.0,,,
651,Islewan,553.0,['Whitebeard Pirates'],Pirate,Alive,January 1,0,0,0,0,,,,,,
652,Issho,701.0,['Marines'],Admiral ,Alive,August 10,1,1,1,0,Grand Line,54.0,270.0,S,Paramecia,3000000000.0
653,Isuka,,,Marine Ensign,Alive,,0,0,0,0,,,,,,1000000.0
654,Itomimizu,306.0,['Foxy Pirates (former)'],Pirate,Alive,January 11,0,0,0,0,,,,,,
655,Supersonic Duck SquadronSuper Spot-Billed Duck Troops,,,,,,0,0,0,0,,,,,,
656,Iwatobi,823.0,['Levely'],King,Alive,,0,0,0,0,,,,,,
657,Yuwana Myclose,1074.0,['World Economy News Paper'],Newspaper Columnist,Alive,,0,0,0,0,,24.0,,,,
658,Izo,553.0,"['Whitebeard Pirates (former)', '  Kouzuki Family', ' Ninja-Pirate-Mink-Samurai Alliance']",16th Division Commander (former),Deceased,October 13,0,0,0,0,Grand Line,43.0,192.0,X,,510000000.0
659,Jabari,956.0,['CP6'],Cipher Pol Agent,Alive,,0,0,0,0,,,,,,
660,Jabra,375.0,"['CP0', '  CP9  (former)']",Cipher Pol Agent,Alive,June 5,1,1,1,0,North Blue,35.0,212.0,S,Zoan,
661,Jack,801.0,['Beasts Pirates'],All-Star,Alive,September 28,1,1,1,0,Grand Line,28.0,830.0,F,Ancient Zoan,1000000000.0
662,,,,,,,0,0,0,0,,,,,,
663,Jackson Burner,967.0,['Roger Pirates'],Pirate,Unknown,,0,0,0,0,,,,,,
664,Jagger,1039.0,['Kid Pirates'],Pirate,Unknown,,0,0,0,0,,,,,,
665,Jaguar D. Saul,392.0,"['Walrus School', 'Marines (defected)']",History Teacher Vice Admiral (former),Alive,March 6,0,0,1,0,South Blue,105.0,1950.0,F,,
666,Jaki,954.0,['Beasts Pirates (Numbers)'],,Alive,,0,0,0,0,,,,,,
667,Saint Jalmac,588.0,['World Government'],World Noble,Alive,November 9,0,0,0,0,,,,,,
668,Django,25.0,"['Marines', ' Black Cat Pirates (former)']",Marine Lieutenant Commander,Alive,December 28,0,0,0,0,East Blue,27.0,207.0,S,,1000000.0
669,Jarul,866.0,['Giant Warrior Pirates (former)'],Pirate Captain (former),Alive,December 8,0,0,0,0,Grand Line,345.0,2050.0,F,,
670,St. Jaygarcia Saturn,233.0,"['Five Elders', '  World Nobles']",Co-Head of the World Government (Public),Deceased,,0,0,0,0,,,,,,
671,Jean Ango,706.0,,Bounty Hunter,Alive,August 14,0,0,0,0,,,,,,
672,Jean Bart,497.0,"['Heart Pirates', ' his own crew (former)', ' Ninja-Pirate-Mink-Samurai Alliance']",Pirate,Unknown,April 6,0,0,0,0,,,,,,
673,Dez Tinny,526.0,,Prisoner,Alive,September 24,0,0,0,0,Grand Line,,,,,15000000.0
674,Jean Noueilles,617.0,['New Fish-Man Pirates'],Pirate,Alive,,0,0,0,0,Grand Line,,,,,
675,Jeep,906.0,['Levely'],King,Alive,,0,0,0,0,,,,,,
676,Jet,704.0,"['Ideo Pirates', '   Straw Hat Grand Fleet']",Pirate,Alive,,0,0,0,0,,,,,,
677,Jerry,362.0,['CP6'],Cipher Pol Agent,Alive,February 22,0,0,0,0,South Blue,44.0,676.0,XF,,
678,Jero,680.0,"['Marines', ' G-5']",Marine Officer,Alive,,0,0,0,0,,,,,,
679,Jesus Burgess,222.0,['Blackbeard Pirates'],Titanic Captain (Captain of the First Ship),Alive,December 25,1,0,0,0,Grand Line,27.0,355.0,F,Paramecia,20000000.0
680,,,,,,,0,0,0,0,,,,,,
681,Jewelry Bonney,498.0,['Bonney Pirates'],Pirate Captain,Alive,September 1,1,0,1,0,Red Line,10.0,174.0,F,Paramecia,320000000.0
682,Jibuemon,920.0,['Kouzuki Family'],Retainer of the Kouzuki Family,Alive,,0,0,0,0,,,,,,
683,Jigoku-Benten,931.0,"['Beasts Pirates', '  Orochi Oniwabanshu (former)', ' Kurozumi Family (former)']",Ninja,Alive,October 18,0,0,0,0,Grand Line,21.0,225.0,X,,
684,Jigokukamabuta Megatenpanchiro,943.0,['Shimotsuki Family'],Retainer,Unknown,,0,0,0,0,,,,,,
685,Jigoro,452.0,['Thriller Bark Pirates'],General Zombie,Deceased,February 21,0,0,0,0,West Blue,,238.0,S,,
686,Jigra,860.0,"['Underworld ', ' Organ Dealing Assassination Group (Non-Canon)\xa0≠']",Organ Trader,Deceased,,0,0,0,0,,,,,,
687,Jinbe,528.0,"['Straw Hat Pirates', ' Straw Hat Grand Fleet', ' Sun Pirates  (former)', 'Ally of the Big Mom Pirates (former)', 'Seven Warlords of the Sea  (former)', ' Ryugu Kingdom  (resigned)', ' Impel Down (former)', 'Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Pirate,Alive,April 2,0,0,0,0,Grand Line,44.0,301.0,F,,1100000000.0
688,Jiron,1082.0,['Revolutionary Army'],North Army Deputy Commander,Alive,,0,0,0,0,,,,,,
689,Jobo,232.0,,,Alive,,0,0,0,0,,,,,,
690,Johanna,1135.0,['Walrus School'],Student,Alive,,0,0,0,0,,,,,,
691,John,450.0,"['Rocks Pirates (former)', '  Thriller Bark Pirates (post mortem)']",General Zombie,Deceased,,1,0,0,0,,,,,Paramecia,
692,John Giant,96.0,['Marines'],Vice Admiral,Alive,May 19,0,0,0,0,Grand Line,,,,,500000000.0
693,Johnny,42.0,"['Yosaku', "" Roronoa Zoro's band (former)"", '']",Bounty Hunter (former),Alive,November 12,0,0,0,0,East Blue,23.0,186.0,F,,
694,George,353.0,['World Government'],Judge,Unknown,,0,0,0,0,,,,,,
695,Jormungandr,1142.0,,,Unknown,,0,0,0,0,,,,,,
696,Jorul,866.0,"['Giant Warrior Pirates (former)', ' Elbaph']",Pirate Captain (former),Deceased,December 4,0,0,0,0,Grand Line,,2150.0,F,,
697,Joseph,705.0,['CP0'],Cipher Pol Agent,Alive,,0,0,0,0,,,,,,
698,JoshuJosh,1065.0,['Edison'],Assistant,Alive,,0,0,0,0,,,,,,
699,Joyboy,628.0,,Pirate,Deceased,,1,0,0,0,Great Kingdom,,,,Mythical Zoan,
700,Jozu,234.0,['Whitebeard Pirates'],Pirate,Alive,November 11,1,1,1,0,West Blue,40.0,503.0,X,Paramecia,0.0
701,Judi,499.0,,,Alive,November 2,0,0,0,0,Grand Line,,,,,
702,Jugemu Jugemuko,954.0,,,Alive,,0,0,0,0,,,,,,
703,Jujiro,926.0,"['Kouzuki Family', '  Ninja-Pirate-Mink-Samurai Alliance']",Samurai,Alive,,0,0,0,0,,,,,,
704,Juki,977.0,['Beasts Pirates (Numbers)'],,Alive,,0,0,0,0,,,,,,
705,Julius,578.0,['Whitebeard Pirates'],Pirate Captain,Alive,,0,0,0,0,,,,,,
706,Jumper,980.0,"['Beasts Pirates', '  Kurozumi Tama']",Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
707,Junan,611.0,['Criminal'],Cashier,Alive,,0,0,0,0,Grand Line,,,,,
708,Cub,710.0,"['Tontatta Kingdom', '  Tontatta Pirates', '  Straw Hat Grand Fleet']",Leader of Yellow Kabu Squad,Alive,July 1,1,0,0,0,,,,,Zoan,
709,Kadar,622.0,"['Marines, G-2']",Marine Rear Admiral,Unknown,July 29,0,0,0,0,,,,,,
710,Kagero,920.0,"['Kouzuki Family', '  Ninja-Pirate-Mink-Samurai Alliance']",Samurai,Alive,,0,0,0,0,,,,,,
711,Keygan,64.0,['Krieg Pirates'],Pirate,Alive,October 27,0,0,0,0,East Blue,,,,,
712,Kaido,795.0,"['Beasts Pirates', '  Rocks Pirates (former)', '  Four Emperors (former)']",Governor-General,Unknown,May 1,1,0,0,0,Grand Line,59.0,710.0,F,Mythical Zoan,4611100000.0
713,Kairen,608.0,['Mermaid Cafe'],Dancer,Alive,,0,0,0,0,Grand Line,,,,,
714,Kairiken,498.0,,Bounty Hunter,Alive,January 24,0,0,0,0,,,,,,
715,Spara Heetpack,535.0,,,Unknown,,0,0,0,0,,,,,,100000000.0
716,Kaku,323.0,"['CP0', '  CP9 (former)', '  Galley-La Company (former)']",Cipher Pol Agent,Alive,August 7,1,1,1,0,East Blue,23.0,193.0,X,Zoan,
717,Kaku,927.0,['Kyoshiro Family'],,Alive,,0,1,1,0,,,,,,
718,Blockhead,334.0,,,Alive,,0,0,0,0,,,,,,
719,Kaku-no Shin,926.0,"['Kouzuki Family', '  Ninja-Pirate-Mink-Samurai Alliance']",Samurai,Alive,,0,0,0,0,,,,,,
720,KalgaraCalgaraKalgala,286.0,['Shandia'],Warrior,Deceased,October 4,0,0,0,0,Grand Line,,222.0,X,,
721,Kalifa,323.0,"['CP0', '  CP9  (former)', ' Galley-La Company  (former)']",Cipher Pol Agent,Alive,April 23,1,1,1,0,Grand Line,25.0,185.0,XF,Paramecia,
722,Kamakiri,249.0,"['Shandia', "" God's Guards""]",Shandia Warrior,Alive,July 10,0,0,0,0,Sky Islands,22.0,214.0,F,,
723,Kamakiri-Girl,983.0,"['Beasts Pirates', '  Kurozumi Tama']",Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
724,Kamekichi,926.0,,Newspaper deliveryman,Alive,,0,0,0,0,,,,,,
725,Kamijiro,914.0,['Beasts Pirates'],,Alive,,0,0,0,0,,,,,,
726,Kaneshiro,72.0,"['Arlong Pirates', '  Sun Pirates (former)']",Pirate,Alive,December 2,0,0,0,0,Grand Line,,,,,
727,Moneypenny,398.0,,Farmer,Alive,,0,0,0,0,,,,,,
728,Kappa,167.0,,Shoeshiner,Alive,,0,0,0,0,,,,,,
729,Karasu,593.0,['Revolutionary Army (North Army)'],North Army Commander of the Revolutionary Army,Alive,September 18,1,1,1,0,North Blue,45.0,265.0,S,Logia,400000000.0
730,Karin,1134.0,['Walrus School'],Student,Alive,,0,0,0,0,,,,,,
731,Karma,553.0,"['Takotopus Pirates', ' Whitebeard Pirates']",Pirate Captain,Alive,June 6,0,0,0,0,,,,,,
732,Karoo,109.0,"['Super Spot-Billed Duck Troops, Nefertari Vivi,  Straw Hat Pirates (former), Baroque Works (former)']",Pet,Alive,November 8,0,0,0,0,Grand Line,14.0,150.0,F,,
733,Kasa,594.0,['Raijin Island'],,Alive,,0,0,0,0,,,,,,
734,KasagonKasagoba,607.0,['New Fish-Man Pirates'],Pirate,Alive,,0,0,0,0,Grand Line,,,,,
735,Kashii,377.0,"['World Government  (defected ), Giant Warrior Pirates']","Pirate,  Gate Guardian  (former )",Alive,April 1,0,0,0,0,Grand Line,154.0,1700.0,X,,
736,Kashigami,287.0,['Shandia'],,Deceased,November 4,0,0,0,0,,,,,,
737,Kashigami's Offspring,289.0,,,Deceased,,0,0,0,0,,,,,,
738,Katsuzo,960.0,,Yakuza,Deceased,,0,0,0,0,,,,,,
739,Kawamatsu,920.0,"['Kouzuki Family', '  Nine Red Scabbards', '  Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Daimyo,Alive,June 14,0,1,1,0,Grand Line,41.0,271.0,F,,
740,Kaya,23.0,,Medical student,Alive,August 24,0,0,0,0,East Blue,17.0,169.0,F,,
741,Kazekage,931.0,"['Beasts Pirates', '  Orochi Oniwabanshu (former)']",Ninja,Alive,February 28,0,0,0,0,Grand Line,43.0,192.0,F,,
742,Kazenbo,1030.0,['Kurozumi Family'],,Deceased,,0,0,0,0,Grand Line,,,,,
743,Kebi,164.0,"['Rebel Army (former)', 'Sand-Sand Clan (former)']",Rebel (former),Alive,,0,0,0,0,,,,,,
744,Kechatch,553.0,['Whitebeard Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
745,,809.0,"['Mokomo Dukedom', ' Guardians']",,Alive,,0,0,0,0,,,,,,
746,Supersonic Duck SquadronSuper Spot-Billed Duck Troops,,,,,,0,0,0,0,,,,,,
747,Kelly Funk,704.0,['Mogaro Kingdom'],Assassin,Alive,December 9,1,0,0,0,Grand Line,36.0,168.0,X,Paramecia,57000000.0
748,Baskerville,379.0,['World Government (Enies Lobby)'],Chief Justices of Enies Lobby,Unknown,March 30,0,0,0,0,Grand Line,48.0,512.0,Bas: X And: XF Kerville: F,,
749,Tusk,1142.0,"['Walrus School', ' Giant Warrior Pirates (former)']",Principal,Alive,,0,0,0,0,,,,,,
750,Kibagaeru,306.0,"['Foxy Pirates (former)', ' Fanged Toad Pirates (former)']",Pirate,Alive,,0,0,0,0,,,,,,
751,Kibin,594.0,['Marines'],Marine Commodore,Alive,,0,0,0,0,,,,,,100000000.0
752,Kiev,325.0,"[""Galley-La Company (Zambai's Company Union)"", '  Franky Family (former)']","Dismantler, Bounty Hunter (former)",Alive,,0,0,0,0,,,,,,
753,Kikipatsu,925.0,['Blackbeard Pirates'],,Alive,,0,0,0,0,,,,,,
754,Kiku,515.0,['Kuja'],Warrior,Alive,,0,0,0,0,,,,,,
755,Kikunojo,913.0,"['Kouzuki Family', '  Nine Red Scabbards ', ' Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Daimyo of Ringo,Alive,September 9,0,1,1,0,Grand Line,22.0,287.0,XF,,
756,Kikyo,514.0,['Kuja'],Warrior,Alive,July 27,0,0,0,0,Calm Belt,,,,,
757,Killer,498.0,"['Kid Pirates', '  Kurozumi Orochi (defected)', '  Ninja-Pirate-Mink-Samurai Alliance(disbanded)']",Pirate,Unknown,February 2,0,1,1,0,South Blue,25.0,195.0,X,,200000000.0
758,Kimel,552.0,['Spade Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
759,Kin'emon,656.0,"['Kouzuki Family', '  Ninja-Pirate-Mink-Samurai Alliance (Dissolved)', '  Nine Red Scabbards']",Samurai,Alive,January 29,1,1,1,0,Grand Line,36.0,295.0,X,Paramecia,
760,Kinbo,917.0,,,Alive,,0,0,0,0,,,,,,
761,Kinderella,261.0,['Evil Black Drum Kingdom'],Miss Universe,Alive,January 20,0,0,0,0,,,,,,
762,King,920.0,['Beasts Pirates'],All-Star,Alive,December 1,1,1,1,0,Grand Line,47.0,613.0,S,Ancient Zoan,1390000000.0
763,Kingbaum,836.0,"['Big Mom Pirates', ' Charlotte Family']",Master of the Seducing Woods,Unknown,July 13,0,0,0,0,Grand Line,,2340.0,,,
764,Kinga,570.0,['Whitebeard Pirates'],Pirate Captain,Alive,,0,0,0,0,,,,,,
765,Kingdew,562.0,['Whitebeard Pirates'],11th Division Commander,Alive,November 13,0,0,0,0,Grand Line,,,,,
766,Mushroom,536.0,['Buggy Pirates'],Pirate,Alive,,0,0,0,0,,,,,,100000000.0
767,,22.0,['Animals of the Island of Rare Animals'],,Alive,,0,0,0,0,,,,,,
768,Kirintauros,658.0,"['Caesar Clown (former)', ' Centaur Patrol Unit (former)']",,Alive,,0,0,0,0,,,,,,
769,Kisegawa,929.0,,Geisha,Alive,,0,0,0,0,,,,,,
770,Kitton,523.0,,,Alive,,0,0,0,0,,,,,,
771,Mozu and Kiwi,329.0,['Franky Family  (former)'],Bartenders,Alive,January 7,0,0,0,0,Grand Line,22.0,187.0,F,,
772,Koala,622.0,"['Revolutionary Army', '  Sun Pirates (former)', '  Slavery (former)']",Revolutionary Army Officer,Alive,October 25,0,0,0,0,,11.0,160.0,F,,0.0
773,Kobei,929.0,,Landlord,Alive,,0,0,0,0,,,,,,
774,"Koby,Coby",2.0,"['Marines (SWORD), Marine 153rd Branch (former)', '  Alvida Pirates (defected)']",Marine Captain,Alive,May 13,0,0,0,0,East Blue,16.0,167.0,F,,500000000.0
775,Koda,285.0,"['Marines ', ' G-2']",Chef,Alive,,0,0,0,0,,,,,,
776,Koito,930.0,,,Alive,,0,0,0,0,,,,,,
777,Koiwa,960.0,,,Unknown,,0,0,0,0,,,,,,
778,Kojuro,926.0,"['Kouzuki Family', '  Ninja-Pirate-Mink-Samurai Alliance']",Samurai,Alive,,0,0,0,0,,,,,,
779,Kokoro,322.0,"[""Tom's Workers""]",Stationmaster,Alive,October 5,0,0,0,0,Grand Line,70.0,168.0,S,,
780,Komachiyo,910.0,"['Kurozumi Tama', ' Ninja-Pirate-Mink-Samurai Alliance(disbanded)']",,Alive,,0,0,0,0,,,,,,
781,Komakkov,,['Marines'],Cook,Alive,,0,0,0,0,,,,,,
782,Comane,903.0,['Lulusia Kingdom'],Princess  (former),Unknown,,0,0,0,0,,,,,,
783,Kombu,657.0,,,Alive,,0,0,0,0,,,,,,
784,Kong,0.0,"['World Government', ' Marines (former)']",Commander-in-Chief,Alive,May 9,0,0,0,0,,,,,,
785,Kopp,325.0,['Franky Family'],"Dismantler, Bounty Hunter",Alive,,0,0,0,0,,,,,,
786,Koshi Falcon,959.0,['Beasts Pirates'],Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
787,Kotatsu,552.0,['Spade Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
788,Kotetsu,912.0,,Swordsmith,Deceased,,0,0,0,0,,,,,,
789,Hotori and Kotori,260.0,"[""God's Army""]",Lieutenants of the Divine Soldiers,Unknown,March 10,0,0,0,0,Sky Islands,25.0,179.0,S,,
790,Kozuki Hiyori,909.0,"['Kouzuki Family', ' Ninja-Pirate-Mink-Samurai Alliance(disbanded)']",Oiran,Alive,December 23,0,0,0,0,Grand Line,26.0,170.0,XF,,
791,Kozuki Momonosuke,684.0,"['Kouzuki Family', '  Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Shogun,Alive,October 7,1,0,0,0,Grand Line,8.0,322.0,X,Mythical Zoan (Artificial),
792,,,,,,,0,0,0,0,,,,,,
793,Kozuki Oden,920.0,"['Kouzuki Family', '  Roger Pirates (former)', ' Whitebeard Pirates (former)']",Samurai,Deceased,February 22,0,0,0,0,Grand Line,,382.0,F,,0.0
794,Kozuki Sukiyaki,911.0,"['Kouzuki Family ', ' Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Swordsmith,Alive,May 19,0,0,0,0,Grand Line,81.0,214.0,F,,
795,Kozuki Toki,919.0,"['Kouzuki Family', '  Amatsuki Family', ' Whitebeard Pirates (former)', '  Roger Pirates (former)']",,Deceased,January 19,1,0,0,0,,,190.0,X,Paramecia,
796,Koyama,960.0,['Kouzuki Family'],Retainer,Unknown,,0,0,0,0,,,,,,
797,Koza,163.0,"['Arabasta Kingdom', 'Sand-Sand Clan (former)', 'Rebel Army (former)']",Environmental Minister,Alive,May 26,0,0,0,0,Grand Line,20.0,177.0,X,,
798,KozePacky,96.0,['Yes Pirates'],Pirates,Alive,May 27,0,0,0,0,East Blue,,,,,
799,Krieg,45.0,['Krieg Pirates'],Pirate Captain/Admiral,Alive,September 19,0,0,0,0,East Blue,42.0,243.0,XF,,17000000.0
800,Kujaku,966.0,"['Marines (G-14)', '  (SWORD)']",Rear Admiral,Alive,September 18,1,0,0,0,North Blue,26.0,180.0,X,Paramecia,500000000.0
801,Kukai,552.0,"['Spade Pirates', '   Whitebeard Pirates']",Samurai,Alive,,0,0,0,0,Wano Country,,,,,
802,Kumadori,375.0,"['CP0', '  CP9  (former)']",Cipher Pol Agent,Alive,February 20,0,1,1,0,South Blue,34.0,338.0,XF,,
803,Kumadori Yamanbako,,['Kumadori'],Assassin (former),Alive,,0,0,0,0,,,,,,
804,Kuma-A,,,Pet,Unknown,,0,0,0,0,,,,,,
805,Kumagoro,929.0,,,Alive,,0,0,0,0,,,,,,
806,Berry,,,,,,0,0,0,0,,,,,,
807,Kumacy,449.0,['Thriller Bark Pirates (Perona)'],Perona's servant,Deceased,September 4,0,0,0,0,,,,,,
808,Kuni,927.0,['Kyoshiro Family'],,Alive,,0,0,0,0,,,,,,
809,Kunyun,1020.0,['Beasts Pirates (Numbers)'],,Alive,,0,0,0,0,,,,,,
810,Kureha,134.0,"['Sakura Kingdom', ' Isshi-100']",Head-Doctor of the Sakura Kingdom,Alive,September 8,0,0,0,0,Grand Line,139.0,188.0,S,,
811,Kuro,23.0,['Black Cat Pirates'],Pirate Captain (former),Alive,April 22,0,0,0,0,East Blue,33.0,207.0,X,,16000000.0
812,Kurokoma,960.0,['Kurokoma Family\u200e'],,Unknown,,0,0,0,0,,,,,,
813,Kuromarimo,131.0,"['Bliking Pirates (disbanded), Drum Kingdom (former)']",Evil Magistrate  (Magistrate),Alive,January 26,0,0,0,0,Grand Line,28.0,186.0,F,,
814,Kuroobi,69.0,"['Arlong Pirates', '  Sun Pirates (former)']",Pirate Officer,Alive,October 25,0,0,0,0,Grand Line,36.0,252.0,S,,9000000.0
815,Kurosawa,920.0,"['Kouzuki Family', '  Ninja-Pirate-Mink-Samurai Alliance']",Samurai,Alive,,0,0,0,0,,,,,,
816,Blackbeard,276.0,,Doctor,Unknown,,0,0,0,0,,,,,,
817,Kurozumi Higurashi,965.0,['Wano Country (Kurozumi Family)'],,Deceased,August 19,1,0,0,0,Grand Line,,193.0,F,Paramecia,
818,Kurozumi Kanjuro,700.0,"['Kurozumi Family', '  Kouzuki Family (undercover)', '  Nine Red Scabbards (undercover)', '  Ninja-Pirate-Mink-Samurai Alliance (undercover)', ' Beasts Pirates (former)']",Theatre Performer (former),Deceased,July 21,1,1,1,0,Grand Line,,347.0,X,Paramecia,
819,Kurozumi Orochi,927.0,"['Wano Country (Kurozumi Family)', '  Beasts Pirates (former)']",Shogun of Wano Country (former),Deceased,September 23,1,0,0,0,Grand Line,,350.0,XF,Mythical Zoan,
820,Kurozumi Semimaru,965.0,['Wano Country (Kurozumi Family)'],Biwa hōshi,Deceased,August 23,1,0,0,0,Grand Line,,116.0,F,Paramecia,
821,Kurozumi Tama,911.0,"['Kurozumi Family', '  Ninja-Pirate-Mink-Samurai Alliance(disbanded)']",Kunoichi in training,Alive,March 3,1,0,0,0,Grand Line,8.0,108.0,F,Paramecia,
822,Kuzan,303.0,"['Blackbeard Pirates', '   Marines  (resigned)']",Titanic Captain (Captain of the Tenth Ship),Alive,September 21,1,1,1,0,South Blue,47.0,298.0,F,Logia,
823,Kyo,1156.0,['Rocks Pirates (former)'],Pirate,Unknown,,0,0,0,0,,,,,,
824,Kyros,702.0,"['Corrida Colosseum (former)', ' Riku Family']",Gladiator (former),Alive,September 22,0,0,0,0,Grand Line,44.0,298.0,S,,0.0
825,Kuween,755.0,['Donquixote Pirates (former)'],Pirate,Alive,May 30,0,0,0,0,,20.0,,,,
826,Kyuji,302.0,"['Marines ', ' G-2']",Chef,Alive,,0,0,0,0,,,,,,
827,Firstaid,334.0,,Doctor,Alive,,0,0,0,0,,,,,,
828,Laboon,102.0,"['Rumbar Pirates (former)', ' Crocus']",,Alive,September 16,0,0,0,0,West Blue,51.0,40000.0,F,,
829,Lacroix,550.0,"['Marines, Giant Squad']",Vice Admiral,Alive,June 8,0,0,0,0,,,,,,500000000.0
830,Lacuba,501.0,,Pirate,Alive,May 31,0,0,0,0,Grand Line,,,,,17000000.0
831,Lady Tree,873.0,,,Alive,,0,0,0,0,,,,,,
832,Lafitte,234.0,['Blackbeard Pirates'],Titanic Captain (Captain of the Fifth Ship),Alive,March 13,0,0,0,0,West Blue,39.0,340.0,X,,42200000.0
833,Lao G,682.0,['Donquixote Pirates'],Pirate Officer,Alive,October 7,0,0,0,0,North Blue,70.0,157.0,F,,61000000.0
834,Lasky,392.0,['CP9 (former)'],Cipher Pol Agent,Unknown,,0,0,0,0,,,,,,
835,Lassoo,160.0,"['New Spiders Cafe', ' Baroque Works  (former)']",Cafe Mascot,Alive,January 4,1,0,0,0,,,,,Zoan,
836,Lemoncheese,906.0,['Levely'],Queen of the Bestland Kingdom,Alive,,0,0,0,0,,,,,,
837,Leo,710.0,"['Tontatta Kingdom', '  Straw Hat Grand Fleet (Tontatta Pirates)']",Captain of the Fifth Ship of the Straw Hat Grand Fleet,Alive,July 24,1,0,0,0,Grand Line,25.0,23.0,S,Paramecia,
838,Leonero,552.0,['Spade Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
839,,,,,,,0,0,0,0,,,,,,
840,Lily,223.0,['Bellamy Pirates'],,Unknown,,0,0,0,0,North Blue,,,,,
841,Lime Juice,1.0,['Red Hair Pirates'],Pirate,Alive,,0,0,0,0,,,,,,
842,Linaria,1079.0,"['Night Butterfly Pirates', ' Red Hair Pirates']",Pirate Captain,Alive,,0,0,0,0,,,,,,
843,Lindbergh,904.0,['Revolutionary Army (South Army)'],South Army Commander of the Revolutionary Army,Alive,May 21,0,1,1,0,,37.0,149.0,F,,316000000.0
844,Lines,44.0,,Marine Seaman First Class,Alive,December 27,0,0,0,0,East Blue,,,,,100000.0
845,,22.0,['Animals of the Island of Rare Animals'],,Alive,,0,0,0,0,,,,,,
846,Lip Doughty,600.0,"['Fake Straw Hat Crew', '  His own crew']",Pirate,Alive,,0,0,0,0,,,,,,88000000.0
847,Little Oars Jr.,554.0,"['Little Pirates', '  Subordinate of the Whitebeard Pirates']",Pirate Captain,Unknown,February 12,0,0,0,0,Grand Line,70.0,6000.0,F,,550000000.0
848,Loki,1130.0,['Elbaph Royal Family'],Prince,Alive,,1,0,0,1,Grand Line,63.0,,,Mythical Zoan,2600000000.0
849,Lola,451.0,['Thriller Bark Pirates'],Wild Zombie,Deceased,,0,0,0,0,,,,,,
850,Lonz,550.0,"['Marines, Giant Squad']",Vice Admiral,Alive,June 2,0,0,0,0,,,,,,500000000.0
851,"""Local Sea Monster""",1.0,,Foosha Village's local Sea King,Alive,September 14,0,0,0,0,East Blue,,,,,
852,Louis Arnote,115.0,,Explorer,Unknown,December 20,0,0,0,0,Grand Line,,,,,
853,Lucky Roux,1.0,['Red Hair Pirates'],Pirate,Alive,July 6,0,0,0,0,South Blue,35.0,241.0,F,,0.0
854,Du Feld,860.0,"['Lu Feld Conglomerate', '  Underworld', '  MADS (former)']",Emperor of the Underworld,Unknown,December 29,0,0,0,0,,,,,,
855,Lulis,608.0,['Mermaid Cafe'],Dancer,Alive,,0,0,0,0,Grand Line,,,,,
856,Machvise,682.0,['Donquixote Pirates'],Pirate Officer,Alive,August 13,1,0,0,0,North Blue,52.0,440.0,S,Paramecia,11000000.0
857,Macro,197.0,"['Macro Pirates', '  Sun Pirates (former)']",Pirate,Alive,September 6,0,0,0,0,Grand Line,,,,,
858,Macro,437.0,['Automata'],Colonel,Alive,,0,0,0,0,,,,,,
859,Madillo-Man,939.0,['Beasts Pirates'],Gifter,Alive,,1,0,0,0,,,,,Artificial Zoan,
860,Mag,1134.0,['Walrus School'],Student,Alive,,0,0,0,0,,,,,,
861,Magellan,528.0,['Impel Down'],Vice Warden,Alive,October 9,1,0,0,0,Grand Line,45.0,491.0,X,Paramecia,
862,Magnolia,1158.0,,,Deceased,,0,0,0,0,,,,,,
863,Magura,582.0,['Dadan Family'],Bandit,Alive,October 30,0,0,0,0,,,,,,
864,Maha,929.0,['CP0'],Cipher Pol Agent,Unknown,,0,0,0,0,,,,,,
865,Maidy,215.0,['Nefertari Family'],Lady's maid,Alive,,0,0,0,0,,,,,,
866,Maki,925.0,['Blackbeard Pirates'],,Alive,,0,0,0,0,,,,,,
867,Makino,1.0,['Partys Bar'],Bar Owner,Alive,February 23,0,0,0,0,East Blue,29.0,166.0,S,,
868,Makino's Baby,614.0,,,Alive,,0,0,0,0,East Blue,0.0,,,,
869,Makko,216.0,"['Marines', ' Black Cage Corps']",Marine Ensign,Alive,,0,0,0,0,,,,,,1000000.0
870,Mamboshi,609.0,['Neptune Family'],Prince of the Ryugu Kingdom,Alive,March 30,0,0,0,0,Grand Line,20.0,473.0,S,,
871,Mani,223.0,['Bellamy Pirates'],Combatant,Unknown,,0,0,0,0,North Blue,,,,,
872,Manjaro,598.0,['Fake Straw Hat Crew'],Pirate,Alive,September 9,0,0,0,0,East Blue,25.0,202.0,S,,
