,Official English Name,Birthday,Devil Fruit,Observation Haki,Armament Haki,Conquerers Haki,Origin,Age,Height,Blood Type,Bounty,norm_bounty,haki_score,recent_freq,total_appearances,activity_score,alive,affiliation,total_bounty,norm_crew_bounty,road_poneglyph,crew_score,closeness
587,Hatsume,,0,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
588,Hattori,August 10,0,0,0,0,,18.0,2.0,,,,0.0,0.05,66.0,0.05695121951219512,True,,,,,,
589,Hawk-Man,,1,0,0,0,,,,,,,0.0,,,,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
590,Heat,December 1,0,0,0,0,South Blue,,,,,,0.0,0.01,21.0,0.013984478935698447,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
591,Helmeppo,July 16,0,0,1,0,,20.0,179.0,S,100000000.0,0.8208959427433579,0.3,0.05,25.0,0.04331485587583148,True,,,,,,
592,Heppoko,September 2,0,0,0,0,East Blue,,,,,,0.0,0.01,2.0,0.0076651884700665186,True,,,,,,
593,Hera,,0,0,0,0,,,,,,,0.0,0.0,18.0,0.005986696230598669,True,Big Mom Pirates,11571500000.0,0.988882400098621,1.0,0.6933294400591726,
594,Hera,,0,0,0,0,,,,,,,0.0,0.0,18.0,0.005986696230598669,True,Big Mom Pirates,11571500000.0,0.988882400098621,1.0,0.6933294400591726,
595,Hera,March 17,0,0,0,0,Grand Line,,212.0,,,,0.0,0.0,18.0,0.005986696230598669,False,Big Mom Pirates,11571500000.0,0.988882400098621,1.0,0.6933294400591726,0.0
596,Hera,March 17,0,0,0,0,Grand Line,,212.0,,,,0.0,0.0,18.0,0.005986696230598669,False,Big Mom Pirates,11571500000.0,0.988882400098621,1.0,0.6933294400591726,0.0
597,Heracles,May 10,0,0,0,0,South Blue,49.0,214.0,F,,,0.0,0.01,6.0,0.008995565410199555,True,,,,,,
598,Herb,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,False,,,,,,0.0
599,Hewitt,,0,0,0,0,North Blue,,,,,,0.0,0.0,6.0,0.0019955654101995565,False,,,,,,0.0
600,Hibari,January 18,0,1,1,0,North Blue,17.0,165.0,F,200000000.0,0.8517852302643466,0.4,0.06,8.0,0.04466075388026607,True,,,,,,
601,Hidayu,,0,0,0,0,,,,,,,0.0,0.0,9.0,0.0029933481152993346,True,,,,,,
602,Higuma,November 18,0,0,0,0,East Blue,,190.0,X,8000000.0,0.7083398255251906,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
603,Hihimaru,,0,0,0,0,,,,,,,0.0,0.0,7.0,0.002328159645232816,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
604,Hikkomitsukumai,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
605,Supersonic Duck Squadron,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
606,Hildon,,0,0,0,0,,,,,,,0.0,0.0,7.0,0.002328159645232816,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
607,Hilmungardr,,0,0,0,0,,,,,,,0.0,0.02,2.0,0.014665188470066518,True,,,,,,
608,Himuro,,0,0,0,0,,,,,,,0.0,0.0,6.0,0.0019955654101995565,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
609,Hina,March 3,1,0,0,0,West Blue,32.0,181.0,F,200000000.0,0.8517852302643466,0.0,0.03,14.0,0.02565631929046563,True,,,,,,
610,Burn ScarThe Man with the Burn Scar,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
611,Hip,,0,0,0,0,,,,,,,0.0,0.01,4.0,0.008330376940133038,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
612,Hippan Natte,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
613,Hippie,,0,0,0,0,,,,,,,0.0,0.01,1.0,0.007332594235033259,True,Endurance Curry Pirates,0.0,0.0,0.0,0.0,
614,Hippo Gallant,,0,0,0,0,,,,,,,0.0,,,,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
615,Hiramela,,0,0,0,0,Grand Line,,,,,,0.0,,,,True,,,,,,
616,Dr. Hiriluk,January 12,0,0,0,0,Grand Line,,213.0,F,,,0.0,,,,False,,,,,,0.0
617,Hiro Gomon,,0,0,0,0,,,,,,,0.0,0.01,1.0,0.007332594235033259,True,Endurance Curry Pirates,0.0,0.0,0.0,0.0,
618,Hiroshi,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
619,Duke Genghis Baan,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
620,Dr. Hou,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
621,Hocha,,0,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,False,,,,,,0.0
622,Hocker,May 17,0,0,0,0,East Blue,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
623,Hordy JonesHody Jones,April 14,0,0,0,0,Grand Line,30.0,331.0,F,,,0.0,,,,True,Flying Pirates,0.0,0.0,0.0,0.0,
624,Hordy JonesHody Jones,April 14,0,0,0,0,Grand Line,30.0,331.0,F,,,0.0,,,,True,New Fish-Man Pirates,73000000.0,0.7726920899893681,0.0,0.46361525399362086,
625,Hoe,September 13,0,0,0,0,,,,,,,0.0,0.02,11.0,0.017658536585365852,True,,,,,,
626,Hogback,December 19,0,0,0,0,West Blue,45.0,223.0,XF,,,0.0,0.0,14.0,0.004656319290465632,True,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,
627,Michael,July 18,0,0,0,0,,12.0,,,,,0.0,0.0,0.0,0.0,True,,,,,,
628,Hoisassa,,1,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,True,,,,,,
629,Holdem,August 21,1,0,0,0,Grand Line,30.0,312.0,F,,,0.0,,,,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
630,Holly,November 7,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
631,Home,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
632,Hongo,,0,0,0,0,,,,,,,0.0,0.02,6.0,0.015995565410199555,True,Red Hair Pirates,4142900000.0,0.9450476856439828,2.0,0.7670286113863896,
633,Honnah,,0,0,0,0,North Blue,,,,,,0.0,,,,False,,,,,,0.0
634,Hop,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
635,Horse-Man,,1,0,0,0,,,,,,,0.0,,,,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
636,Hotei,,0,0,0,0,,,,,,,0.0,0.0,9.0,0.0029933481152993346,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
637,Hotori and Kotori,March 10,0,0,0,0,Sky Islands,25.0,179.0,S,,,0.0,,,,False,,,,,,0.0
638,Hototogisu,,0,0,0,0,,,,,500000000.0,0.8926186474302545,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
639,Hound,,1,0,0,0,,,,,500000000.0,0.8926186474302545,0.0,0.06,6.0,0.043995565410199555,True,,,,,,
640,House,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
641,Hublot,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
642,Humphrey,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
643,Hustle,July 28,0,0,0,0,East Blue,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
644,Kicking Claw Force,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
645,Hyogoro,February 14,0,0,0,0,Grand Line,70.0,100.0,S,,,0.0,,,,True,,,,,,
646,Hyoutauros,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
647,Hyouzou,April 18,0,0,0,0,Grand Line,39.0,327.0,X,,,0.0,0.0,16.0,0.005321507760532151,True,New Fish-Man Pirates,73000000.0,0.7726920899893681,0.0,0.46361525399362086,
648,Ibiributsu,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
649,Yves,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
650,Iceberg,January 3,0,0,0,0,Grand Line,38.0,199.0,X,,,0.0,,,,True,,,,,,
651,Guppy Mermaid Quintuplets,,0,0,0,0,Grand Line,,,,,,0.0,,,,True,,,,,,
652,Ida,,0,0,0,0,South Blue,,,,,,0.0,0.07,7.0,0.05132815964523282,False,,,,,,0.0
653,Ideaman,March 17,0,0,0,0,East Blue,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
654,Ideo,October 10,0,0,0,0,Grand Line,22.0,225.0,X,,,0.0,0.0,25.0,0.008314855875831485,True,Ideo Pirates,0.0,0.0,0.0,0.0,
655,Igaram,December 6,0,0,0,0,Grand Line,48.0,218.0,X,,,0.0,0.01,18.0,0.012986696230598668,True,,,,,,
656,Ikaros Much,January 13,0,0,0,0,Grand Line,30.0,499.0,XF,,,0.0,0.0,16.0,0.005321507760532151,True,New Fish-Man Pirates,73000000.0,0.7726920899893681,0.0,0.46361525399362086,
657,Ikkaku,December 7,0,0,0,0,,,,,,,0.0,0.0,34.0,0.01130820399113082,False,Heart Pirates,3000001500.0,0.9312725576728043,0.0,0.5587635346036826,0.0
658,Ikkaku,December 7,0,0,0,0,,,,,,,0.0,0.0,34.0,0.01130820399113082,False,Heart Pirates,3000001500.0,0.9312725576728043,0.0,0.5587635346036826,0.0
659,Ikkaku,,0,0,0,0,,,,,,,0.0,0.0,34.0,0.01130820399113082,True,Heart Pirates,3000001500.0,0.9312725576728043,0.0,0.5587635346036826,
660,Ikkaku,,0,0,0,0,,,,,,,0.0,0.0,34.0,0.01130820399113082,True,Heart Pirates,3000001500.0,0.9312725576728043,0.0,0.5587635346036826,
661,Imu,,0,1,0,1,,,,,,,0.7,0.16,19.0,0.11831929046563192,True,,,,,,
662,Inazuma,August 3,1,0,0,0,South Blue,27.0,228.0,F,100000000.0,0.8208959427433579,0.0,0.0,16.0,0.005321507760532151,True,,,,,,
663,Inbi,,0,0,0,0,,,,,,,0.0,0.0,7.0,0.002328159645232816,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
664,Indigo,December 5,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,Golden Lion Pirates,366000000.0,0.841493375138751,0.0,0.5048960250832506,
665,Inhel,,0,0,0,0,,,,,,,0.0,0.0,33.0,0.01097560975609756,True,Tontatta Pirates,129000000.0,0.7969898506827009,0.0,0.4781939104096205,
666,Ino Ichiban-no-Suke,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
667,Inuarashi,October 11,0,0,0,0,Grand Line,40.0,511.0,X,,,0.0,0.0,69.0,0.022949002217294897,True,,,,,,
668,Inukai,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
669,Inuppe,December 16,0,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,False,,,,,,0.0
670,Ipponmatsu,January 31,0,0,0,0,East Blue,38.0,157.0,X,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
671,Ippon Ume,December 1,0,0,0,0,East Blue,,,,,,0.0,,,,True,,,,,,
672,Isa,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
673,Iscat,,0,0,0,0,,,,,,,0.0,0.04,4.0,0.029330376940133036,True,,,,,,
674,Verree Finework,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
675,Ishilly,May 4,0,0,0,0,Grand Line,,,,,,0.0,0.01,6.0,0.008995565410199555,True,,,,,,
676,Island Eater,April 21,0,0,0,0,Grand Line,,71500.0,,,,0.0,0.0,2.0,0.0006651884700665188,False,,,,,,0.0
677,Islewan,January 1,0,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,True,,,,,,
678,Issho,August 10,1,1,1,0,Grand Line,54.0,270.0,S,3000000000.0,0.9724662978477102,0.4,0.01,34.0,0.01830820399113082,True,,,,,,
679,Isuka,,0,0,0,0,,,,,1000000.0,0.6156720012870898,0.0,0.0,0.0,0.0,True,,,,,,
680,Itomimizu,January 11,0,0,0,0,,,,,,,0.0,0.0,12.0,0.003991130820399113,True,Foxy Pirates,954001000.0,0.8823784131843806,0.0,0.5294270479106283,
681,Super Spot-Billed Duck Troops,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
682,Iwatobi,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
683,Yuwana Myclose,,0,0,0,0,,24.0,,,,,0.0,,,,True,,,,,,
684,Izo,October 13,0,0,0,0,Grand Line,43.0,192.0,X,510000000.0,0.8935011281913096,0.0,,,,False,,,,,,0.0
685,Jabari,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
686,Jabra,June 5,1,1,1,0,North Blue,35.0,212.0,S,,,0.4,0.01,22.0,0.014317073170731706,True,,,,,,
687,Jack,September 28,1,1,1,0,Grand Line,28.0,830.0,F,1000000000.0,0.9235079351294985,0.4,0.0,20.0,0.0066518847006651885,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,0.5170302904794614
688,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
689,Jackson Burner,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
690,Jagger,,0,0,0,0,,,,,,,0.0,,,,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
691,Jaguar D. Saul,March 6,0,0,1,0,South Blue,105.0,1950.0,F,,,0.3,0.16,23.0,0.11964966740576495,True,,,,,,
692,Jaki,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
693,Saint Jalmac,November 9,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
694,Django,December 28,0,0,0,0,East Blue,27.0,207.0,S,1000000.0,0.6156720012870898,0.0,,,,True,Black Cat Pirates,31000000.0,0.7361412005448258,0.0,0.4416847203268955,
695,Jarul,December 8,0,0,0,0,Grand Line,345.0,2050.0,F,,,0.0,0.22,23.0,0.16164966740576497,True,Giant Warrior Pirates,3600000000.0,0.9390533083467907,0.0,0.5634319850080743,
696,St. Jaygarcia Saturn,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
697,Jean Ango,August 14,0,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,True,,,,,,
698,Jean Bart,April 6,0,0,0,0,,,,,,,0.0,0.01,41.0,0.020636363636363633,False,Heart Pirates,3000001500.0,0.9312725576728043,0.0,0.5587635346036826,0.0
699,Dez Tinny,September 24,0,0,0,0,Grand Line,,,,15000000.0,0.7363530274855393,0.0,,,,True,,,,,,
700,Jean Noueilles,,0,0,0,0,Grand Line,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,New Fish-Man Pirates,73000000.0,0.7726920899893681,0.0,0.46361525399362086,
701,Jeep,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
702,Jet,,0,0,0,0,,,,,,,0.0,,,,True,Ideo Pirates,0.0,0.0,0.0,0.0,
703,Jerry,February 22,0,0,0,0,South Blue,44.0,676.0,XF,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
704,Jero,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
705,Jesus Burgess,December 25,1,0,0,0,Grand Line,27.0,355.0,F,20000000.0,0.7491732394825036,0.0,0.02,37.0,0.026305986696230597,True,Blackbeard Pirates,4246200000.0,0.9460987312641302,2.0,0.7676592387584782,0.3835450169356929
706,,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
707,Jewelry Bonney,September 1,1,0,1,0,Red Line,10.0,174.0,F,320000000.0,0.8727303883688056,0.3,0.43,68.0,0.32361640798226166,True,Bonney Pirates,320000000.0,0.835761449123163,0.0,0.5014568694738978,0.5168337720018736
708,Jibuemon,,0,0,0,0,,,,,,,0.0,0.0,4.0,0.0013303769401330377,True,,,,,,
709,Jigoku-Benten,October 18,0,0,0,0,Grand Line,21.0,225.0,X,,,0.0,,,,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
710,Jigokukamabuta Megatenpanchiro,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
711,Jigoro,February 21,0,0,0,0,West Blue,,238.0,S,,,0.0,0.0,6.0,0.0019955654101995565,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
712,Jigra,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
714,Jinbe,April 2,0,1,1,0,Grand Line,44.0,301.0,F,1100000000.0,0.9277553210363464,0.4,0.39,211.0,0.3431773835920177,True,Straw Hat Pirates,8816001000.0,0.9772754919028948,3.0,0.8863652951417369,0.6442351320576548
715,Jiron,,0,0,0,0,,,,,,,0.0,0.05,5.0,0.036662971175166294,True,,,,,,
716,Jobo,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
717,Johanna,,0,0,0,0,,,,,,,0.0,0.14,14.0,0.10265631929046563,True,,,,,,
718,John,,1,0,0,0,,,,,,,0.0,0.08,14.0,0.060656319290465624,False,Thriller Bark Pirates,1290000000.0,0.8952551897523089,0.0,0.5371531138513853,0.0
719,John Giant,May 19,0,0,0,0,Grand Line,,,,500000000.0,0.8926186474302545,0.0,0.0,6.0,0.0019955654101995565,True,,,,,,
720,Johnny,November 12,0,0,0,0,East Blue,23.0,186.0,F,,,0.0,0.0,27.0,0.008980044345898004,True,,,,,,
721,George,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
722,Jormungandr,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
723,Jorul,December 4,0,0,0,0,Grand Line,,2150.0,F,,,0.0,0.02,3.0,0.014997782705099777,False,Giant Warrior Pirates,3600000000.0,0.9390533083467907,0.0,0.5634319850080743,0.0
724,Joseph,,0,0,0,0,,,,,,,0.0,0.0,11.0,0.0036585365853658534,True,,,,,,
725,Josh,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
726,Joyboy,,1,0,0,0,Great Kingdom,,,,,,0.0,,,,False,,,,,,0.0
727,Jozu,November 11,1,1,1,0,West Blue,40.0,503.0,X,0.0,0.0,0.4,0.0,21.0,0.006984478935698447,True,,,,,,
728,Judi,November 2,0,0,0,0,Grand Line,,,,,,0.0,,,,True,,,,,,
729,Jugemu Jugemuko,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
730,Jujiro,,0,0,0,0,,,,,,,0.0,0.0,9.0,0.0029933481152993346,True,,,,,,
731,Juki,,0,0,0,0,,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
732,Julius,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
733,Jumper,,1,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
734,Junan,,0,0,0,0,Grand Line,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
735,Cub,July 1,1,0,0,0,,,,,,,0.0,,,,True,Tontatta Pirates,129000000.0,0.7969898506827009,0.0,0.4781939104096205,
736,Kadar,July 29,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,False,,,,,,0.0
737,Kagero,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
738,Keygan,October 27,0,0,0,0,East Blue,,,,,,0.0,,,,True,,,,,,
739,Kaido,May 1,1,1,1,1,Grand Line,59.0,710.0,F,4611100000.0,0.9916222418451118,1.0,,,,False,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,0.0
740,Kairen,,0,0,0,0,Grand Line,,,,,,0.0,0.0,4.0,0.0013303769401330377,True,,,,,,
741,Kairiken,January 24,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
742,Spara Heetpack,,0,0,0,0,,,,,100000000.0,0.8208959427433579,0.0,,,,False,,,,,,0.0
743,Kaku,August 7,1,1,1,0,East Blue,23.0,193.0,X,,,0.4,0.09,152.0,0.11355432372505543,True,,,,,,
744,Kaku,,0,1,1,0,,,,,,,0.4,0.09,152.0,0.11355432372505543,True,,,,,,
745,Blockhead,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
746,Kaku-no Shin,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
747,KalgaraCalgaraKalgala,October 4,0,0,0,0,Grand Line,,222.0,X,,,0.0,,,,False,,,,,,0.0
748,Kalifa,April 23,1,1,1,0,Grand Line,25.0,185.0,XF,,,0.4,0.01,51.0,0.023962305986696228,True,,,,,,
749,Kamakiri,July 10,0,0,0,0,Sky Islands,22.0,214.0,F,,,0.0,0.01,13.0,0.01132372505543237,True,,,,,,
750,Kamakiri-Girl,,1,0,0,0,,,,,,,0.0,,,,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
751,Kamekichi,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
752,Kamijiro,,0,0,0,0,,,,,,,0.0,0.0,7.0,0.002328159645232816,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
753,Kaneshiro,December 2,0,0,0,0,Grand Line,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,,,,,,
754,Moneypenny,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
755,Kappa,,0,0,0,0,,,,,,,0.0,0.01,5.0,0.008662971175166297,True,,,,,,
756,Karasu,September 18,1,1,1,0,North Blue,45.0,265.0,S,400000000.0,0.8826745178967449,0.4,0.04,11.0,0.031658536585365854,True,,,,,,
757,Karin,,0,0,0,0,,,,,,,0.0,0.15,15.0,0.10998891352549889,True,,,,,,
758,Karma,June 6,0,0,0,0,,,,,,,0.0,0.0,8.0,0.0026607538802660754,True,Takotopus Pirates,0.0,0.0,0.0,0.0,
759,Karoo,November 8,0,0,0,0,Grand Line,14.0,150.0,F,,,0.0,0.01,47.0,0.022631929046563193,True,Straw Hat Pirates,8816001000.0,0.9772754919028948,3.0,0.8863652951417369,
760,Kasa,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
761,Kasagoba,,0,0,0,0,Grand Line,,,,,,0.0,0.0,3.0,0.0009977827050997783,True,New Fish-Man Pirates,73000000.0,0.7726920899893681,0.0,0.46361525399362086,
762,Kashii,April 1,0,0,0,0,Grand Line,154.0,1700.0,X,,,0.0,0.23,46.0,0.17629933481152993,True,Giant Warrior Pirates,3600000000.0,0.9390533083467907,0.0,0.5634319850080743,
763,Kashigami,November 4,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,False,,,,,,0.0
764,Kashigami's Offspring,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
765,Katsuzo,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,False,,,,,,0.0
766,Kawamatsu,June 14,0,1,1,0,Grand Line,41.0,271.0,F,,,0.4,0.0,58.0,0.019290465631929047,True,,,,,,
767,Kaya,August 24,0,0,0,0,East Blue,17.0,169.0,F,,,0.0,0.01,16.0,0.01232150776053215,True,,,,,,
768,Kazekage,February 28,0,0,0,0,Grand Line,43.0,192.0,F,,,0.0,0.0,8.0,0.0026607538802660754,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,
769,Kazenbo,,0,0,0,0,Grand Line,,,,,,0.0,0.0,7.0,0.002328159645232816,False,,,,,,0.0
770,Kebi,,0,0,0,0,,,,,,,0.0,0.0,9.0,0.0029933481152993346,True,,,,,,
771,Kechatch,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
772,,,0,0,0,0,,,,,,,0.0,,,,True,,,,,,
773,Supersonic Duck SquadronSuper Spot-Billed Duck Troops,,0,0,0,0,,,,,,,0.0,,,,False,,,,,,0.0
774,Kelly Funk,December 9,1,0,0,0,Grand Line,36.0,168.0,X,57000000.0,0.7958457755306291,0.0,0.0,13.0,0.004323725055432372,True,,,,,,
775,Baskerville,March 30,0,0,0,0,Grand Line,48.0,512.0,Bas: X And: XF Kerville: F,,,0.0,,,,False,,,,,,0.0
776,Tusk,,0,0,0,0,,,,,,,0.0,,,,True,Giant Warrior Pirates,3600000000.0,0.9390533083467907,0.0,0.5634319850080743,
777,Kibagaeru,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Fanged Toad Pirates,0.0,0.0,0.0,0.0,
778,Kibagaeru,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Foxy Pirates,954001000.0,0.8823784131843806,0.0,0.5294270479106283,
779,Kibin,,0,0,0,0,,,,,100000000.0,0.8208959427433579,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
780,Kiev,,0,0,0,0,,,,,,,0.0,0.0,35.0,0.01164079822616408,True,,,,,,
781,Kikipatsu,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,Blackbeard Pirates,4246200000.0,0.9460987312641302,2.0,0.7676592387584782,
782,Kiku,,0,0,0,0,,,,,,,0.0,0.0,17.0,0.00565410199556541,True,,,,,,
783,Kikunojo,September 9,0,1,1,0,Grand Line,22.0,287.0,XF,,,0.4,0.0,58.0,0.019290465631929047,True,,,,,,
784,Kikyo,July 27,0,0,0,0,Calm Belt,,,,,,0.0,0.0,10.0,0.0033259423503325942,True,,,,,,
785,Killer,February 2,0,1,1,0,South Blue,25.0,195.0,X,200000000.0,0.8517852302643466,0.4,0.01,47.0,0.022631929046563193,False,Kid Pirates,3200000000.0,0.9340267883704848,0.0,0.5604160730222909,0.0
786,Kimel,,0,0,0,0,,,,,,,0.0,0.0,0.0,0.0,True,,,,,,
787,Kin'emon,January 29,1,1,1,0,Grand Line,36.0,295.0,X,,,0.4,0.02,152.0,0.06455432372505543,True,,,,,,
788,Kinbo,,0,0,0,0,,,,,,,0.0,0.0,1.0,0.0003325942350332594,True,,,,,,
789,Kinderella,January 20,0,0,0,0,,,,,,,0.0,0.01,3.0,0.007997782705099777,True,,,,,,
790,King,December 1,1,1,1,0,Grand Line,47.0,613.0,S,1390000000.0,0.9381829687691331,0.4,0.01,32.0,0.0176430155210643,True,Beasts Pirates,11530100000.0,0.9887294416706567,0.0,0.5932376650023939,0.5236310267354316
791,Kingbaum,July 13,0,0,0,0,Grand Line,,2340.0,,,,0.0,0.0,11.0,0.0036585365853658534,False,Big Mom Pirates,11571500000.0,0.988882400098621,1.0,0.6933294400591726,0.0
792,Kinga,,0,0,0,0,,,,,,,0.0,0.0,2.0,0.0006651884700665188,True,,,,,,
